cluster,texto
1,ola tudo bem seriam essas pea as
10,ola pamela td bem obrigada pela mensagem sentimos muito que esteja com esses problemas para conseguir efetuar as suas compras com a gente de fato o sistema passou por algumas instabilidades poderia nos dizer quais pea as se interessou para tentarmos solucionar por aqui
0,ola sua curadoria projeto editorial e gra fico sa o incraveis paraba c ns mas sua plataforma de e commerce na o funciona bem estou desde ontem tentando fazer compras mas pa ginas na o carregam carrinhos esvaziam muito difacil
1,sigo aqui para o que vocaa precisar
5,<url>
10,oi adriana tudo bem bom dia aqui a c a ana da equipe do curadobia vimos que vocaa se interessou pelo macaca o no video da bia mas na a c poca ele ainda estava em lana amento boa notacia agora esta disponavel d segue o link abaixo para que vocaa possa dar uma olhada
0,oi boa tarde ana aqui vocaa conseguiu dar uma olhada na cala a qualquer coisa sigo aqui para o que vocaa precisar viu edited
0,oi livia boa tarde ana aqui vocaa conseguiu dar uma olhada na cala a qualquer coisa sigo aqui para o que vocaa precisar viu
1,meu nome a c ana sigo aqui para o que vocaa precisar
5,<url>
4,a nossa calaa diferentex esta saindo por r <num> <num>
6,ola boa tarde como vai
13,prea o
3,nan
0,obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja na o tinha mais d
10,estamos estudando trazer essa categoria para o curadobia pora c m nada de imediato ainda mas muito legal saber do interesse assim que tivermos iremos te manter avisada
6,ola cris bom dia tudo bem
0,e esses sapatos incraveis teremos a chance de taa los rs
1,ja ta seguindo dd>>
10,o meu a c <user> oficial d
13,esse a c o fechado
3,nan
1,qualquer coisa meu nome a c ana e sigo aqui para o que vocaa precisar d
5,<url>
5,<url>
5,<url>
5,<url>
10,oi patricia tudo bem obrigada pela sua mensagem infelizmente na o temos mais essa cala a disponavel no nosso mix mas temos diversos produtos aonicos e selecionados pela bia paes de barros o que acha dessas opa aues
6,link da cala a por gentileza
3,nan
3,nan
3,nan
9,salaio sent an attachment
1,qualquer coisa sigo aqui
1,mas pode ficar tranquila que assim que lana armos a terceira pea a que vocaa gostou vou te mandar por aqui tudo bem na o deixe de garantir suas pea as da lounge a tempod
12,com relaa a o a outra blusa que vocaa gostou ela esta em processo de lana amento e ainda na o esta a venda no nosso site mas independente desse fator na o seria possavel unificar o frete nesse caso pois o frete sa <num> fica unificado para as pea as da mesma marca
5,<url>
5,<url>
0,sobre a questa o do frete a c possavel unificar ele nas blusas da lounge que vocaa gostouaoi vou te mandar o link das duas
10,oi alessandra bom dia ai como vocaa esta aqui a c a ana da equipe do curadobia a bia nos passou seu contato para tratar sobre o seu interesse nas nossa pea as
7,curtiu uma mensagem
1,d degd deg
1,ahhhh que pena que nao nos falamos
6,bom dia ontem tive o prazer de conhecer vc ao vivo eu estava no mil plantas vc e lindassima a i
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
9,guarda sent an attachment
7,curtiu uma mensagem
3,nan
3,nan
6,obrigada pelo convite adorei a minha sandalia nova a i
6,obrigada pelo prestagio foi incravel te ter de pertinho ontemd d
7,curtiu uma mensagem
3,nan
3,nan
13,pode
13,sim
10,oi karyna bom dia vimos que vocaa mandou as mesmas mensagens pelo nosso whatsapp vamos dar seguimento por la enta o tudo bem obrigada
0,eu na o recebi a confirmaa a o dessa compra
13,oi
3,nan
13,volta pro estoque
11,a regata arrumadona m
13,oi
13,volta pro estoque
11,e a regata arrumadona
11,karyna estoque atualizado d
6,oi karyna bom dia tudo bem vamos verificar
1,a regata chiquetosa vai voltar pro estoque
13,oi
10,oi karyna tudo bem estamos passando algumas instabilidades com o site mas acredito que logo mais isso vai se resolver vocaa precisa de suporte com algo estamos aqui para o que precisard
10,o site esta passando por problemas
7,curtiu uma mensagem
10,ola karyna boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar karyna qualquer daovida estamos a disposia a o equipe curadobia d
13,d
10,bom dia karyna infelizmente na o trabalhamos com cupom para <num> aa compra aindaa <num> i mas estamos aqui para te auxiliar no processo inteiro
0,vcs tem desconto para primeira compra
1,estamos aqui para o que precisar
6,muito obrigada pelos esclarecimentos
8,karyna bom dia tudo bem desculpe a demora para o esclarecimento da daovida como somos um marketolace trabalhamos com marcas aonicas e diferentes como cada uma tem a sua produa a o optamos por entrar em contato com a marca parceira da cala a ontem para confirmar sua daovida e te responder da melhor maneira possavel a marca nos confirmou que as medidas do tamanho <num> esta o corretas com a cintura e o quadril com a mesma medida mesmo isso ocorre pois como a c uma pea a produzida com ela stico na cintura ele acaba ficando na mesma medida do quadril se adequando ao formato do corpo que a usa a aonica correa a o que ja aproveitamos para fazer que a marca tamba c m nos informou foi que o tamanho <num> fa cala a tamba c m deveria estar com a mesma medida na cintura e no quadril <num> cm pelo mesmo motivo ja vamos corrigir isso no site qualquer outra questa o estamos a disposia a o karyna d
6,ola karyna tudo bem obrigada por ter entrado em contato conosco d
3,nan
1,eh isso mesmo
12,fui olhar para comprar o tamanho <num> dessa cala a pora c m a largura da cintura e do quadril eh a mesma <num>
3,nan
1,infelizmente esse evento acontece um aonico dia
1,foi sa <num> hoje ou vai ficar mais tempo
3,nan
3,nan
0,ola boa tarde tudo bem tenho uma confeca a o trabalho com tecido plano e malha faa o todo desenvolvimento da pea a comea ando da pea a piloto e entrego a produa a o passada e embalada caso tenha interesse meu naomero a c <num> obrigada
6,adoroa
6,obrigada enviarei
10,evelyn obrigada pelo interesse para parcerias com o curadobia pea o que envie apresentaa aues para o nosso email contato curadobia <user> com e seguimos com as tratativas por la que fica mais fa cil d e para interesses de parcerias diretamente com a bia a c preciso entrar em contato diretamente com ela pelo email biapaesdebarros <user> com
6,obrigada pelo retorno
0,como posso fazer essa apresentacao
6,bom dia
13,ambos
10,ola evelyn bom dia tudo bem aqui somos do curadobia vocaa teria interesse em apresentar a sua marca pensando em participar do curadobia ou seria referente a parceria de divulgaa a o com a bia
10,ola bia te vi no post da teti gio amei o seu perfil eu tenho uma marca de joias autorais com design minimalista e ouro sustenta vel adoraria te apresentar <user> tamba c m gostaria de conversar sobre divulgacao se houver interesse claro muito obrigada um abraa o evelyn
1,sigo aqui para o que vocaa precisar
1,oi tatiana tudo bem infelizmente na o temos o cupom
0,ola algum cupom de desconto na primeira compra
6,bem e vc ana muito obrigada
1,sigo aqui para o que vocaa precisar
5,<url> www curadobia com br
10,oi clau tudo bem bom dia aqui a c a ana da equipe do curadobia vimos que vocaa se interessou pelo macaca o no video da bia mas na a c poca ele ainda estava em lana amento boa notacia agora esta disponavel d segue o link abaixo para que vocaa possa dar uma olhada
6,que lindo tudo
13,por nada
6,muito obrigada
10,entrar em contato com a luciana nossa gerente comercial no email gerencia <user> com br
6,bom dia
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a elisa atheniense super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
3,nan
3,nan
7,curtiu uma mensagem
6,obrigada pela presena a foi incravel atender e receber vocaas de pertinho d d
3,nan
3,nan
3,nan
13,dd
5,<url>
1,oie td e vc fica super vistoso pode ficar bem bacana com essa saia tmb
12,bia tudo bem tenho uma festa bem legal e o traje a c black and white pensei na blusa pah mas queria saber se o tecido fica vistoso e se vocaa recomenda alguma cala a mais festa para combinar beijos julie
6,muito obrigada pelo retorno
13,eba
13,a i
1,qualquer coisa sigo aqui
0,anelisa acabamos de confirmar seu pedido com a marca tudo certo ele ja esta para a produa a o
6,oi ana tudo e vocaa beleza obrigada
10,estou verificando direitinho seu pedido mas pode ficar tranquila que iremos resolver se tiver acontecido qualquer problema tudo bem
1,oi anelisa tudo bem eu sou a ana faa o parte do time curadobia
3,nan
10,ola bom dia me chamo anelisa e gostaria de confirmar se meu pedido foi realizado na o sei se esse a c o canal mais adequado para essa solicitaa a o mas como na o achei no site um campo para falar com vocaas decidi vir aqui fiz essa compra ontem pelo site e logo depois de finalizar apareceu uma mensagem dizendo que o pagamento na o estava confirmado no entanto no site diz que o pagamento foi efetuado e na o recebi nenhuma mensagem do banco dizendo que o pagamento foi negado ala c m disso tamba c m na o recebi um e mail com os dados do pedido muito obrigada desde ja
10,essa conta na o pode receber sua mensagem porque na o aceita novas solicitaa aues de contato de todos
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a a aurora super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
13,d
1,ja vi e amei esperando a virada do cartao pra perder os juazo
7,curtiu uma mensagem
5,<url>
10,oi roberta bom dia tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd o link clica vel segue na pra <num> xima mensagem obrigada por nos acompanhar roberta qualquer daovida estamos a disposia a o equipe curadobia d
8,gosto da cala a assim mais curta visto entre <num> <num> quadril <num>
13,qual seu manequim
8,tenho <num> <num> essa cala a esta mais curta para mim mesmo te aconselho a comprar um tamanho pequeno
6,oie muito obrigada feliz que esta curtindo curadobia
8,bia esse seu curadobia esta um arraso muito tentador paraba c ns pelo projeto uma daovida qual a sua altura estou interessadassima nessa cala a mas sou baixa <num> cm e geralmente tenho que fazer a barras das cala as o que na o a c muito fa cil com essaa d obrigada
9,patifisch sent an attachment
6,obrigada
10,ola bom dia denize tudo bem estamos repondo o estoque da nossa calaa quentinha e por isso ela esta temporariamente indisponavel no nosso site assim que ela retornar te avisamos estamos a disposia a o para qualquer daovida obrigada por ter entrado em contato conosco d
0,bom dia gostaria de adquirir essa cala a mas na o esta mais disponavel podem me ajudar obrigada
9,denize sent an attachment
3,nan
3,nan
3,nan
3,nan
1,ja respondi sim no wzap
7,reagiu com d a sua mensagem
10,fa tima te respondemos no whatsapp mas na o recebemos seu retorno esta tudo bem qualquer coisa sigo aqui a disposia a od
10,oi fa tima tudo bem bom diad obrigada pela sua mensagem e feedback a c muito importante para na <num> s estamos conversando por whatsapp podemos continuar nossa comunicaa a o por la
10,eu sugiro q vcs verifiquem melhor as parcerias de fornecedores pois na o comprarei mais nesta curadoria infelizmente gosto mto do trabalho da biaa mas assim inviabiliza
1,ata c agora nada
6,oi fa tima bom dia tudo bem pode ficar tranquila que iremos dar seguimento com a sua solicitaa a o
3,nan
8,como proceder p troca
11,ficou enorme
13,p
0,adquiri uma ma xi pantalona vala c ria mansur
6,oi boa tarde
13,d
1,vamos super a
1,vamos pensar no q podemos fazer juntasdodo
4,a i a i a i a i a i
0,ah que otimo monica deve ter ficado incravel com toda a sua bossa
6,eu adorei ja usei minha saia hj
6,foi muito legal
7,curtiu uma mensagem
0,ola isabela somos um marketplace sem loja fisica
0,onde e a loja
9,isabela sent an attachment
10,ola bom dia infelizmente essa cala a tamba c m saiu do nosso mix estamos com novos produtos e novas marcas entrando no curadobia esperamos que goste qualquer coisa sigo aquid
1,vai ter reposia a o dessa cala a
9,so mimimi sent an attachment
1,tudo bem tamba c m que pena d eu queria exatamente o verde d c
5,<url>
0,boa tarde milene td bem e vc esse macaca o nesse tom infelizmente na o tera reposia a o mas lana amos ontem o mesmo modelo em preto
0,boa tarde pessoal tudo bem estava namorando um macaca o verde no site da marca d aura pora c m na o localizei mais d saiu de colea a o na o tera reposia a o aguardo obrigada milene
6,perfeito
0,o tom certo a c o que esta no site os stories que a bia postou hoje modificaram um pouco o tom
0,outra daovida a c sobre o tom certinho dessa jaqueta no site achei que estava num tom diferente dos stories
13,joia
1,claro
0,outra daovida a c sobre o tom certinho dessa jaqueta no site achei que estava num tom diferente dos stories
8,posso trocar caso eu experimente e prefira uma maior
13,joia
12,milene perguntamos para a bia e ela te indicou comprar o tamanho <num> dessa jaqueta por vocaa na o estar acostumada a roupas oversized o que acha d
0,na verdade eu ja assisti ao vadeo do casaco no site curadobia va rias vezes para tentar chegar a essa conclusa o mas na o consegui
1,vou olhar
0,temos o vadeo nos nossos stories de hoje com a bia usando ela de uma olhada d
13,na o rsrs
8,entendi esse modelo ele a c oversized ou seja possui uma estrutura mais larga vocaa ja chegou a usar modelos assim d
4,<num> ou <num>
8,eu costumo usar p ou pp se a confeca a o a c grande
8,pora c m na daovida do melhor tamanho
3,nan
1,estou de olho nessa pea a aqui dd>>
13,joia
6,tudo bem e vocaas
6,ola milene bom dia como vai claro estamos aqui para ajudar qual a sua daovida
